6,107.0,133.0,120.0,2016-12-18 16:35:47
6,107.0,133.0,120.0,2016-12-18 16:35:54
6,107.0,133.0,120.0,2016-12-18 16:36:02
6,107.0,133.0,120.0,2016-12-18 16:36:09
6,107.0,133.0,120.0,2016-12-18 16:36:17
6,107.0,133.0,120.0,2016-12-18 16:36:27
6,107.0,133.0,120.0,2016-12-18 16:36:39
6,107.0,133.0,120.0,2016-12-18 16:36:48
6,107.0,133.0,120.0,2016-12-18 16:36:55
6,107.0,133.0,120.0,2016-12-18 16:37:03
6,107.0,133.0,120.0,2016-12-18 16:37:10
6,107.0,133.0,120.0,2016-12-18 16:37:18
6,107.0,133.0,120.0,2016-12-18 16:37:27
6,107.0,133.0,120.0,2016-12-18 16:37:36
6,107.0,133.0,120.0,2016-12-18 16:37:43
6,107.0,133.0,120.0,2016-12-18 16:38:01
6,107.0,133.0,120.0,2016-12-18 16:38:09
6,107.0,133.0,120.0,2016-12-18 16:38:16
6,107.0,133.0,120.0,2016-12-18 16:38:23
6,107.0,133.0,120.0,2016-12-18 16:38:30
6,107.0,133.0,120.0,2016-12-18 16:38:37
6,107.0,132.0,119.5,2016-12-18 16:38:45
6,107.0,132.0,119.5,2016-12-18 16:38:52
6,107.0,132.0,119.5,2016-12-18 16:38:59
6,107.0,132.0,119.5,2016-12-18 16:39:09
6,107.0,132.0,119.5,2016-12-18 16:39:16
6,107.0,132.0,119.5,2016-12-18 16:39:23
6,107.0,132.0,119.5,2016-12-18 16:39:32
6,107.0,132.0,119.5,2016-12-18 16:39:46
6,107.0,132.0,119.5,2016-12-18 16:39:54
6,107.0,132.0,119.5,2016-12-18 16:40:02
6,106.0,132.0,119.0,2016-12-18 16:40:12
6,106.0,132.0,119.0,2016-12-18 16:40:20
6,106.0,132.0,119.0,2016-12-18 16:40:27
6,106.0,132.0,119.0,2016-12-18 16:40:34
6,106.0,132.0,119.0,2016-12-18 16:40:41
6,106.0,132.0,119.0,2016-12-18 16:40:49
6,106.0,132.0,119.0,2016-12-18 16:41:02
6,106.0,132.0,119.0,2016-12-18 16:41:18
6,106.0,132.0,119.0,2016-12-18 16:41:33
6,106.0,132.0,119.0,2016-12-18 16:41:50
6,106.0,132.0,119.0,2016-12-18 16:41:58
6,106.0,132.0,119.0,2016-12-18 16:42:10
6,106.0,132.0,119.0,2016-12-18 16:42:22
6,106.0,132.0,119.0,2016-12-18 16:42:39
6,106.0,131.0,118.5,2016-12-18 16:42:56
6,106.0,131.0,118.5,2016-12-18 16:43:06
6,106.0,131.0,118.5,2016-12-18 16:43:14
6,106.0,131.0,118.5,2016-12-18 16:43:25
6,106.0,131.0,118.5,2016-12-18 16:43:34
6,106.0,131.0,118.5,2016-12-18 16:43:41
6,106.0,131.0,118.5,2016-12-18 16:43:48
6,106.0,131.0,118.5,2016-12-18 16:43:55
6,106.0,131.0,118.5,2016-12-18 16:44:02
6,106.0,131.0,118.5,2016-12-18 16:44:10
6,106.0,131.0,118.5,2016-12-18 16:44:17
6,106.0,131.0,118.5,2016-12-18 16:44:24
6,106.0,131.0,118.5,2016-12-18 16:44:32
6,107.0,133.0,120.0,2016-12-18 16:44:39
6,107.0,133.0,120.0,2016-12-18 16:44:47
6,107.0,133.0,120.0,2016-12-18 16:44:54
6,107.0,133.0,120.0,2016-12-18 16:45:05
6,107.0,133.0,120.0,2016-12-18 16:45:17
6,107.0,133.0,120.0,2016-12-18 16:45:28
6,107.0,133.0,120.0,2016-12-18 16:45:38
6,107.0,133.0,120.0,2016-12-18 16:45:47
6,107.0,133.0,120.0,2016-12-18 16:45:55
6,107.0,133.0,120.0,2016-12-18 16:46:03
6,107.0,133.0,120.0,2016-12-18 16:46:12
6,107.0,133.0,120.0,2016-12-18 16:46:20
6,107.0,133.0,120.0,2016-12-18 16:46:30
6,107.0,133.0,120.0,2016-12-18 16:46:43
6,107.0,133.0,120.0,2016-12-18 16:46:51
6,107.0,133.0,120.0,2016-12-18 16:46:59
6,107.0,133.0,120.0,2016-12-18 16:47:16
6,107.0,133.0,120.0,2016-12-18 16:47:24
6,107.0,133.0,120.0,2016-12-18 16:47:38
6,107.0,133.0,120.0,2016-12-18 16:47:47
6,107.0,133.0,120.0,2016-12-18 16:47:56
6,107.0,133.0,120.0,2016-12-18 16:48:07
6,107.0,133.0,120.0,2016-12-18 16:48:16
6,107.0,133.0,120.0,2016-12-18 16:48:26
6,107.0,133.0,120.0,2016-12-18 16:48:35
6,107.0,133.0,120.0,2016-12-18 16:48:50
