6,123.0,152.0,137.5,2016-12-18 16:35:47
6,123.0,152.0,137.5,2016-12-18 16:35:54
6,123.0,152.0,137.5,2016-12-18 16:36:02
6,123.0,152.0,137.5,2016-12-18 16:36:09
6,123.0,152.0,137.5,2016-12-18 16:36:17
6,123.0,152.0,137.5,2016-12-18 16:36:27
6,119.0,148.0,133.5,2016-12-18 16:36:39
6,119.0,148.0,133.5,2016-12-18 16:36:48
6,119.0,148.0,133.5,2016-12-18 16:36:55
6,119.0,148.0,133.5,2016-12-18 16:37:03
6,119.0,148.0,133.5,2016-12-18 16:37:10
6,119.0,148.0,133.5,2016-12-18 16:37:18
6,119.0,148.0,133.5,2016-12-18 16:37:27
6,119.0,148.0,133.5,2016-12-18 16:37:36
6,119.0,148.0,133.5,2016-12-18 16:37:43
6,119.0,148.0,133.5,2016-12-18 16:38:01
6,119.0,148.0,133.5,2016-12-18 16:38:09
6,119.0,148.0,133.5,2016-12-18 16:38:16
6,119.0,148.0,133.5,2016-12-18 16:38:23
6,119.0,148.0,133.5,2016-12-18 16:38:30
6,117.0,145.0,131.0,2016-12-18 16:38:37
6,117.0,145.0,131.0,2016-12-18 16:38:45
6,117.0,145.0,131.0,2016-12-18 16:38:52
6,117.0,145.0,131.0,2016-12-18 16:38:59
6,117.0,145.0,131.0,2016-12-18 16:39:09
6,117.0,145.0,131.0,2016-12-18 16:39:16
6,117.0,145.0,131.0,2016-12-18 16:39:23
6,117.0,145.0,131.0,2016-12-18 16:39:32
6,117.0,145.0,131.0,2016-12-18 16:39:46
6,117.0,145.0,131.0,2016-12-18 16:39:54
6,116.0,144.0,130.0,2016-12-18 16:40:02
6,116.0,144.0,130.0,2016-12-18 16:40:12
6,116.0,144.0,130.0,2016-12-18 16:40:20
6,116.0,144.0,130.0,2016-12-18 16:40:27
6,116.0,144.0,130.0,2016-12-18 16:40:34
6,116.0,144.0,130.0,2016-12-18 16:40:41
6,116.0,144.0,130.0,2016-12-18 16:40:49
6,116.0,144.0,130.0,2016-12-18 16:41:02
6,116.0,144.0,130.0,2016-12-18 16:41:18
6,116.0,144.0,130.0,2016-12-18 16:41:33
6,115.0,143.0,129.0,2016-12-18 16:41:50
6,116.0,144.0,130.0,2016-12-18 16:41:58
6,116.0,144.0,130.0,2016-12-18 16:42:10
6,115.0,143.0,129.0,2016-12-18 16:42:22
6,122.0,151.0,136.5,2016-12-18 16:42:39
6,121.0,150.0,135.5,2016-12-18 16:42:56
